Kode_Bahan,Sumber,Nama_Bahan,Kelompok_Pangan,Jenis_Pangan,Air(g),Energi(Kal),Protein(g),Lemak(g),KH(g),Serat(g),Kalsium(g),Fosfor(g),Besi(g),Natrium(g),Kalium(g),Tembaga(g),Thiamin(g),Riboflavin(g),VITC(g)
DR056,KZGPI-1990,"Daun mengkudu, segar",Sayuran,Tunggal/Single,80.9,65,4,1.7,11.4,3.9,0.296,0.04,0.0069,0,0,0,0,0.0001,0.035
DR057,KZGMI-2001,"Daun ndusuk, segar",Sayuran,Tunggal/Single,56,166,1.7,0.5,38.8,10.7,0.04,0.02,0.0018,0.04,0.31,0.0002,0.0004,0.0001,0.03
DR058,DABM-1964,"Daun oyong, segar",Sayuran,Tunggal/Single,93,22,1,0.1,5.3,2,0.021,0.044,0.002,0.04,0.2955,0.0001,0.0001,0.0001,0.015
DR059,KZGPI-1990,"Daun pakis, segar",Sayuran,Tunggal/Single,86.8,39,4.5,0.4,6.9,2,0.136,0.159,0.0023,0.02,0.2019,0.0002,0,0.0001,0.003
DR060,KZGMI-2001,"Daun pakis longgiho, segar",Sayuran,Tunggal/Single,89.5,54,2.2,3.6,3.1,2.1,0.04,0.08,0.0007,0.07,0.5,0.0004,0.0004,0.0003,0.008
DR061,KZGMI-2001,"Daun pakis wambateu, segar",Sayuran,Tunggal/Single,86.9,53,3.4,1.2,7.2,4.8,0.03,0.1,0.0003,0.02,0.2,0.0002,0.0007,0.0002,0.006
DR062,KZGMI-2001,"Daun paku, segar",Sayuran,Tunggal/Single,88.8,29,3.4,0.1,6.5,4.3,0.013,0.088,0.0013,0.019,0.434,0.0005,0.0002,0.0001,0.01
DR063,KZGMI-2001,"Daun pangi,segar",Sayuran,Tunggal/Single,76.1,104,3.9,0.6,17.9,8.3,0.256,0.022,0.0018,0.004,0.266,0.0017,0.0004,0.0001,0.023
DR064,KZGMI-2001,"Daun pare, segar",Sayuran,Tunggal/Single,87.3,49,2.7,1,8.4,3,0.217,0.07,0.0033,0.007,0.498,0.0004,0.0004,0.0002,0.007
DR065,DABM-1964,"Daun pepaya, segar",Sayuran,Tunggal/Single,75.4,87,8,2,11.9,1.5,0.353,0.063,0.0008,0.004,0.9266,0.0002,0.0002,0.0005,0.014
DR066,KZGPI-1990,"Daun pohpohan, segar",Sayuran,Tunggal/Single,87.4,37,2.5,0.8,6.9,2.6,0.744,0.08,0.0059,0,0,0,0,0,0.005
DR067,KZGMI-2001,"Daun selasih, segar",Sayuran,Tunggal/Single,83.1,62,4,0.5,10.5,5.3,0.122,0.016,0.0139,0.003,0.259,0.0004,0.0005,0.0001,0.024
DR068,KZGPI-1990,"Daun semanggi, segar",Sayuran,Tunggal/Single,84.7,45,4.4,0.5,8.5,1.9,0.098,0.09,0.007,0.064,0.5207,0.0005,0,0.0005,0.006
DR069,KZGPI-1990,"Daun simpur, segar",Sayuran,Tunggal/Single,86.2,53,3.2,2.5,7.6,1.6,0.228,0.194,0.0035,0,0,0,0,0,0.005
DR070,KZGPI-1990,"Daun singkil, segar",Sayuran,Tunggal/Single,80.9,68,2,1,15.2,3.3,0.178,0.086,0.0021,0,0,0,0,0,0.003
DR071,KZGPI-1990,"Daun singkong, segar",Sayuran,Tunggal/Single,84.4,50,6.2,1.1,7.1,2.4,0.166,0.099,0.0013,0.017,0.0231,0.0001,0,0.0001,0.01
DR072,DABM-1964,"Daun singkong ambon, segar",Sayuran,Tunggal/Single,58,144,12.7,1.2,25.2,10.2,0.165,0.054,0.0039,0.044,0.0622,0.0002,0.0002,0.001,0.022
DR073,KZGMI-2001,"Daun singkong ampenan, segar",Sayuran,Tunggal/Single,84.4,50,6.2,1.1,7.1,2.4,0.352,0.123,0.0027,0.049,0.57,0.0002,0.0005,0.0001,0.01
DR074,KZGMI-2001,"Daun singkong kopang, segar",Sayuran,Tunggal/Single,81.1,74,6.3,0.7,10.7,4.6,0.142,0.115,0.0017,0.032,0.382,0.0002,0.0005,0.0005,0.021
DR075,KZGPI-1990,"Daun sintrong, segar",Sayuran,Tunggal/Single,88.5,36,2.6,0.9,6.1,1.7,0.398,0.095,0.0093,0.064,0.4444,0.0001,0,0.0002,0.003
DR076,KZGPI-1990,"Daun talas, segar",Sayuran,Tunggal/Single,81.1,59,3,0.4,13.5,3,0.236,0.05,0.0024,0.004,0.8541,0.0004,0.0001,0.0006,0.024
DR077,DABM-1964,"Daun tespong, segar",Sayuran,Tunggal/Single,81,70,2.9,0.3,13.9,2.3,0.155,0.065,0.0025,0.072,0,0.0002,0.0001,0.0007,0.021
DR078,KZGMI-2001,"Daun ubi kuning, segar",Sayuran,Tunggal/Single,83.5,62,3.7,0.3,11.1,6.4,0.17,0.04,0.0006,0.01,0,0.0002,0.0003,0.0003,0.004
DR079,KZGPI-1990,"Daun ubi merah, segar",Sayuran,Tunggal/Single,84.4,48,3,0.3,10.8,1.4,0.08,0.081,0.0064,0.033,0.5173,0,0.0001,0.0002,0.027
DR080,KZGMI-2001,"Daun ubi putih, segar",Sayuran,Tunggal/Single,87.5,46,2.8,0.2,8.2,4.8,0.12,0.05,0.0008,0.01,0,0.0002,0.0003,0.0003,0.008
DR081,KZGMI-2001,"Daun ubi tinta, segar",Sayuran,Tunggal/Single,85.1,55,1.7,0.1,11.9,7.6,0.12,0.04,0.0006,0.01,0,0.0002,0.0002,0,0.007
DR082,DABM-1964,"Eceng, segar",Sayuran,Tunggal/Single,93,19,1,0.2,3.8,1.8,0.08,0.045,0.0037,0.045,0.6341,0,0.0001,0.0001,0.05
DR083,DABM-1964,"Gambas (oyong), segar",Sayuran,Tunggal/Single,94.5,19,0.8,0.2,4.1,1.3,0.019,0.033,0.0009,0.023,0.1091,0,0,0,0.008
DR084,DABM-1964,"Genjer, segar",Sayuran,Tunggal/Single,90,35,1.7,0.2,7.7,2.5,0.062,0.033,0.0021,0.064,0.9058,0,0.0001,0.0001,0.054
DR085,DABM-1964,"Jagung muda / semi, segar",Sayuran,Tunggal/Single,89.5,35,2.2,0.1,7.4,1.9,0.007,0.1,0.0005,0.353,0.2302,0.0001,0.0001,0.0002,0.008
DR086,KZGMI-2001,Jamur encik,Sayuran,Tunggal/Single,24.8,296,9.4,1.1,62,0,0.005,0.277,0.0053,0.002,0,0.0002,0.0011,0.0001,0
DR087,DABM-1964,"Jamur kuping, kering",Sayuran,Tunggal/Single,14.9,294,16,0.9,64.6,46.5,0.051,0.223,0.0067,0.174,0.7261,0.0003,0.0001,0.0006,0
DR088,DABM-1964,"Jamur kuping, segar",Sayuran,Tunggal/Single,93.7,21,3.8,0.6,0.9,5.1,0.003,0.094,0.0017,0.017,0.0334,0.0002,0.0001,0.0001,0.005
DR089,BKP,"Jamur merang, segar",Sayuran,Tunggal/Single,91.5,30,3.5,0.2,4,2.4,0.014,0.117,0.001,0.006,0.3,0.0003,0,0.0002,0
DR090,BKP,"Jamur tiram, segar",Sayuran,Tunggal/Single,92.5,30,1.9,0.1,5.5,3.6,0.009,0.083,0.0007,0.022,0.226,0,0.0003,0.0002,0
DR091,KZGMI-2001,Jamur sagu,Sayuran,Tunggal/Single,91.3,48,1.9,3.2,2.8,1,0.01,0.09,0.0006,0.1,0.44,0.0006,0.0002,0.0002,0
DR092,DABM-1964,"Jantung pisang, segar",Sayuran,Tunggal/Single,90.2,32,1.2,0.3,7.1,3.2,0.03,0.05,0.0001,0.003,0.524,0.0001,0.0001,0,0.01
DR093,KZGMI-2001,"Jengkol, segar",Sayuran,Tunggal/Single,52.7,192,5.4,0.3,40.7,1.5,0.004,0.15,0.0007,0.06,0.241,0.0003,0.0001,0.0002,0.031
DR094,DABM-1964,"Jotang, segar",Sayuran,Tunggal/Single,89,34,1.9,0.3,7.1,3.5,0.162,0.041,0.004,0.059,0.3885,0.0003,0,0,0.02
DR095,KZGMI-2001,"Kabau, segar",Sayuran,Tunggal/Single,67.2,130,6.7,0.3,25.2,2.9,0.004,0.204,0.0005,0.001,0.3978,0.0002,0.0008,0.0001,0.016
DR096,KZGPI-1990,"Kacang mekah, polong, segar",Sayuran,Tunggal/Single,93.6,22,1.1,1,3.4,1.1,0.063,0.296,0.001,0.002,0.0692,0.0003,0,0,0
DR097,KZGMI-2001,"Kacang panjang, segar",Sayuran,Tunggal/Single,91.8,31,2.3,0.1,5.3,2.7,0.06,0.064,0.0006,0.03,0.213,0.0001,0.0007,0.0001,0.046
DR098,KZGPI-1990,Kacang ranti polong,Sayuran,Tunggal/Single,88.5,37,3.1,0.2,7.9,2.5,0.103,0.126,0.0008,0,0,0,0,0,0.006
DR099,KZGMI-2001,"Kalakai, segar",Sayuran,Tunggal/Single,89.9,38,2.4,0.2,6.6,5.8,0.018,0.09,0.0011,0.007,0.443,0.0004,0.0003,0.0001,0.008
DR100,KZGPI-1990,"Kangkung, segar",Sayuran,Tunggal/Single,91,28,3.4,0.7,3.9,2,0.067,0.054,0.0023,0.065,0.2501,0.0001,0.0001,0.0004,0.017
DR101,KZGMI-2001,Kangkung tondano,Sayuran,Tunggal/Single,88.5,43,1.8,0.2,8.4,4.3,0.072,0.009,0.0007,0.03,0.361,0.0003,0.0008,0.0001,0.023
DR102,DABM-1964,"Kapri muda, segar",Sayuran,Tunggal/Single,86.8,45,3.3,0.2,9,1.8,0.051,0.085,0.001,0.002,0.1184,0.0001,0.0002,0.0001,0.049
DR103,KZGMI-2001,Karawila,Sayuran,Tunggal/Single,93.7,25,2.3,0.2,3.5,2.1,0.025,0.067,0.0003,0.008,0.0884,0.0001,0.0001,0.0001,0.039
DR104,DABM-1964,"Kecipir muda, segar",Sayuran,Tunggal/Single,90.4,32,2.9,0.2,5.8,5.5,0.063,0.037,0.0003,0.003,0.1038,0.0002,0.0002,0.0001,0.019
DR105,KZGPI-1990,"Kecombrang, segar",Sayuran,Tunggal/Single,90,34,0.9,1,6.7,2.6,0.06,0.016,0.001,0.047,0.6506,0,0,0,0
DR106,DABM-1964,"Kelawi,kluwih, segar",Sayuran,Tunggal/Single,70,118,1.5,0.3,27.2,5,0.028,0.032,0.0009,0.002,0.5009,0.0001,0.0001,0,0.019
DR107,DABM-1964,"Kembang turi, segar",Sayuran,Tunggal/Single,87.4,51,1.8,0.6,9.6,5,0.023,0.029,0.0009,0.022,0.2753,0.0002,0.0001,0.0001,0.041
DR108,DABM-1964,"Kerokot, segar",Sayuran,Tunggal/Single,93,26,1.7,0.4,3.8,1,0.103,0.039,0.0036,0.004,0.2405,0.0002,0,0.0001,0.025
DR109,KZGPI-1990,"Ketimun, segar",Sayuran,Tunggal/Single,97.9,8,0.2,0.2,1.4,0.3,0.029,0.095,0.0008,0.002,0.0571,0,0,0,0.001
DR110,KZGPI-1990,"Ketimun krai, segar",Sayuran,Tunggal/Single,96.8,10,0.5,0.2,2,0.6,0.02,0.098,0.001,0.01,0.0821,0,0,0,0.003
DR111,KZGPI-1990,"Ketimun madura, segar",Sayuran,Tunggal/Single,97.1,9,0.5,0.1,1.9,0.7,0.015,0.102,0.0006,0.002,0.0789,0,0,0,0.005
DR112,KZGMI-2001,"Komak, segar",Sayuran,Tunggal/Single,74.3,99,3.3,0.1,21.2,10.3,0.05,0.099,0.0131,0.015,0.567,0.0002,0.0002,0.0002,0
DR113,DABM-1964,Kool kembang,Sayuran,Tunggal/Single,91.7,25,2.4,0.2,4.9,1.6,0.022,0.072,0.0011,0.047,0.187,0,0.0001,0.0001,0.069
DR114,DABM-1964,"Kool merah,kool putih",Sayuran,Tunggal/Single,92.4,29,1.4,0.2,5.3,1.9,0.046,0.031,0.0005,0.028,0.2368,0.0003,0.0001,0.0001,0.05
DR115,DABM-1964,"Koro kerupuk, polong",Sayuran,Tunggal/Single,67.2,128,8.3,0.7,22.1,0,0.017,0.012,0.0027,0,0,0,0.0001,0,0.031
DR116,DABM-1964,"Koro wedus, polong",Sayuran,Tunggal/Single,88,46,3,0.3,7.9,3.3,0.056,0.047,0.0011,0.002,0.2493,0.0001,0.0001,0.0001,0.017
DR117,DABM-1964,"Kucai, segar",Sayuran,Tunggal/Single,86.3,45,2.2,0.3,10.3,4.8,0.052,0.05,0.0011,0.021,0.4395,0.0001,0.0001,0.0002,0.017
DR118,DABM-1964,"Kucai muda (Lokio), segar",Sayuran,Tunggal/Single,86,42,3.8,0.6,7.8,4.9,0.076,0.091,0.0025,0.022,0.4491,0.0001,0.0001,0.0002,0.059
DR119,KZGPI-1990,Kulit melinjo,Sayuran,Tunggal/Single,71.9,111,4.5,1.1,20.7,5,0.117,0.179,0.0026,0,0,0,0.0001,0,0.007
DR120,KZGMI-2001,"Kundur, segar",Sayuran,Tunggal/Single,94,22,0.4,0.2,4.7,1.3,0.003,0.054,0.0005,0.002,0.2,0.0001,0.0001,0,0.001
DR121,DABM-1964,"Labu air, segar",Sayuran,Tunggal/Single,95,19,0.6,0.2,3.8,0.6,0.012,0.018,0.0006,0.002,0.1682,0,0,0,0.01
DR122,KZGMI-2001,"Labu kuning, segar",Sayuran,Tunggal/Single,86.6,51,1.7,0.5,10,2.7,0.04,0.18,0.0007,0.28,0.22,0.0004,0.0002,0,0.002
DR123,DABM-1964,"Labu siam, segar",Sayuran,Tunggal/Single,92.3,30,0.6,0.1,6.7,6.2,0.014,0.025,0.0005,0.003,0.1671,0.0002,0,0,0.018
DR124,DABM-1964,"Labu waluh, segar",Sayuran,Tunggal/Single,91.2,32,1.1,0.1,6.6,0.5,0.045,0.064,0.0014,0.001,0.3562,0.0001,0.0001,0.0001,0.052
DR125,KZGMI-2001,"Lantar, segar",Sayuran,Tunggal/Single,91.2,34,2.2,0.3,5.5,2.9,0.01,0.058,0.0004,0.003,0.155,0.0002,0.0003,0.0001,0.004
DR126,DABM-1964,"Lobak, segar",Sayuran,Tunggal/Single,94.1,21,0.9,0.1,4.2,1.4,0.035,0.026,0.0006,0.049,0.1093,0,0,0,0.032
DR127,KZGMI-2001,"Lumai/Leunca, segar",Sayuran,Tunggal/Single,90.5,38,1.1,0.3,7.6,2,0.007,0.055,0.001,0.002,0,0.0001,0.0002,0.0001,0.017
DR128,DABM-1964,"Melinjo, segar",Sayuran,Tunggal/Single,80,66,5,0.7,13.3,0,0.163,0.075,0.0028,0,0,0,0.0001,0,0.01
DR129,KZGMI-2001,Mostarda metan -sawi,Sayuran,Tunggal/Single,91.4,33,2.3,0.5,4.7,1.8,0.06,0.03,0.0031,0.02,0.1,0.0001,0.0002,0.0001,0.012
DR130,DABM-1964,"Nangka muda, segar",Sayuran,Tunggal/Single,85.4,57,2,0.4,11.3,8.3,0.045,0.029,0.0005,0.001,0.2465,0,0.0001,0.0001,0.009
DR131,KZGPI-1990,"Paria putih, segar",Sayuran,Tunggal/Single,94.4,19,1,0.4,3.6,1.3,0.031,0.065,0.0009,0.005,0.2777,0,0.0002,0,0.058
DR132,KZGMI-2001,"Pepare ular, segar",Sayuran,Tunggal/Single,95.1,19,0.6,0.1,3.9,1,0.02,0.01,0.0004,0.13,0.03,0.0001,0.0001,0.0001,0.009
DR133,DABM-1964,"Pepaya muda, segar",Sayuran,Tunggal/Single,92.3,29,2.1,0.1,4.9,2.1,0.05,0.016,0.0004,0.022,0.2112,0,0,0,0.019
DR134,KZGMI-2001,"Petai, segar",Sayuran,Tunggal/Single,77.2,92,5.4,1.1,15.2,2,0.014,0.17,0.0016,0.055,0.221,0.0002,0.0008,0.0001,0.034
DR135,DABM-1964,"Peterseli, segar",Sayuran,Tunggal/Single,83.9,53,3.7,1,9,0,0.193,0.084,0.0043,0.018,1.125,0.0002,0.0001,0.0003,0.019
DR136,KZGMI-2001,"Pucuk lumai/daun leunca, segar",Sayuran,Tunggal/Single,91,33,4.5,0.4,2.8,0,0.013,0.075,0.0029,0.002,0,0.0002,0.0005,0.0001,0.041
DR137,KZGMI-2001,"Putri malu, segar",Sayuran,Tunggal/Single,80.2,76,3.6,0.3,14.6,7.1,0.119,0.084,0.0033,0.001,0.631,0.0006,0.0006,0.0006,0.006
DR138,KZGMI-2001,"Rebung, segar",Sayuran,Tunggal/Single,93.3,25,0.8,0.1,5.3,9.7,0.003,0.005,0.0005,0.003,0.206,0.0001,0.0002,0.0001,0
DR139,KZGMI-2001,"Rimbang, segar",Sayuran,Tunggal/Single,80.8,75,1.6,0.6,15.8,10,0.055,0.097,0.0006,0.02,0.234,0.0004,0.0004,0.0001,0.038
DR140,KZGMI-2001,Rumput laut,Sayuran,Tunggal/Single,87,41,1.4,0.3,8.1,2.2,0.08,0.02,0.0016,0.25,0.38,0.0002,0.0002,0,0.007
DR141,DABM-1964,"Sawi, segar",Sayuran,Tunggal/Single,92.2,28,2.3,0.3,4,2.5,0.22,0.038,0.0029,0.022,0.4365,0.0001,0.0001,0.0002,0.01
DR142,KZGPI-1990,"Sawi putih / pecai, segar",Sayuran,Tunggal/Single,96.6,9,1,0.1,1.7,0.8,0.056,0.042,0.0011,0.005,0.1931,0.0001,0.0001,0.0002,0.003
DR143,KZGMI-2001,"Sawi taiwan, segar",Sayuran,Tunggal/Single,91.8,30,1.9,0.5,4.4,2.7,0.1,0.058,0.0016,0.027,0.217,0.0001,0.0002,0.0001,0.033
DR144,KZGMI-2001,"Sawi tanah, segar",Sayuran,Tunggal/Single,94.9,19,1.3,0.2,2.9,2.2,0.092,0.045,0.0012,0.017,0.145,0.0001,0.0002,0.0001,0.036
DR145,DABM-1964,"Selada, segar",Sayuran,Tunggal/Single,94.8,18,1.2,0.2,2.9,1.8,0.022,0.025,0.0005,0.019,0.1864,0,0,0.0001,0.008
DR146,KZGPI-1990,"Selada air, segar",Sayuran,Tunggal/Single,93.3,17,3.1,0.2,2.2,0.7,0.095,0.152,0.0024,0.065,0.2607,0.0001,0.0001,0.0001,0.056
DR147,DABM-1964,"Seledri, segar",Sayuran,Tunggal/Single,93,23,1,0.1,4.6,2,0.05,0.04,0.001,0.064,0.2588,0.0001,0,0.0001,0.011
DR148,KZGPI-1990,"Taoge, segar",Sayuran,Tunggal/Single,90.4,34,3.7,1.2,4.3,1.1,0.166,0.074,0.0008,0.019,0.0933,0.0002,0.0001,0.0002,0.005
DR149,DABM-1964,"Taoge kacang kedelai, segar",Sayuran,Tunggal/Single,81,76,9,2.6,6.4,0.7,0.05,0.065,0.001,0.005,0.2124,0.0003,0.0002,0.0002,0.015
DR150,DABM-1964,"Taoge kacang tunggak, segar",Sayuran,Tunggal/Single,88,40,5,0.2,5.8,2.6,0.057,0.088,0.001,0.002,0.2268,0.0001,0.0001,0.0001,0.015
DR151,DABM-1964,"Tebu terubuk (lilin), segar",Sayuran,Tunggal/Single,91,30,4.6,0.4,3,0.8,0.04,0.08,0.002,0.699,0,0.0002,0.0001,0.0002,0.05
DR152,DABM-1964,"Tekokak, segar",Sayuran,Tunggal/Single,89,34,2,0.1,7.9,4.9,0.05,0.03,0.002,0.003,0.3333,0.0001,0.0001,0.0001,0.008
DR153,DABM-1964,"Tekokak, kering",Sayuran,Tunggal/Single,12.3,302,8.3,1.7,72.6,21.2,0.37,0.18,0.0222,0.009,0,1.0442,0.0004,0.0002,0
DR154,DABM-1964,"Terong, segar",Sayuran,Tunggal/Single,92.7,28,1.1,0.2,5.5,2.1,0.015,0.037,0.0004,0.009,0.187,0.0001,0,0,0.005
DR155,KZGMI-2001,"Terong asam, segar",Sayuran,Tunggal/Single,90.5,37,2,0.4,6.3,3.2,0.013,0.059,0.0015,0.003,0.155,0.0003,0.0002,0.0001,0.004
DR156,KZGPI-1990,"Terung belanda, segar",Sayuran,Tunggal/Single,87.3,52,2.1,1.1,8.6,1.4,0.016,0.04,0.0011,0,0,0,0.0004,0.0001,0.012
DR157,KZGPI-1990,"Terung bengkulu, segar",Sayuran,Tunggal/Single,86.6,52,1.1,0.4,11.2,3.2,0.019,0.039,0.0011,0.014,0,0.0002,0.0002,0,0.006
DR158,KZGMI-2001,"Terong hintalo, segar",Sayuran,Tunggal/Single,89.2,45,1.9,0.8,7.5,5.1,0.019,0.268,0.001,0.167,0.142,0.0006,0.0002,0.0004,0.004
DR159,KZGPI-1990,Terung panjang,Sayuran,Tunggal/Single,91.8,25,2.1,0.1,5.3,0.5,0.038,0.024,0.0007,0.009,0.0537,0.0001,0.0002,0.0001,0.008
DR160,DABM-1964,"Tomat, air (sari), segar",Sayuran,Tunggal/Single,94,20,1,0.2,3.5,0.4,0.007,0.015,0.0004,0.01,0.2252,0.0001,0.0001,0,0.01
DR161,KZGPI-1990,"Tomat merah, segar",Sayuran,Tunggal/Single,92.9,24,1.3,0.5,4.7,1.5,0.008,0.077,0.0006,0.01,0.1649,0.0001,0.0001,0.0001,0.034
DR162,DABM-1964,"Tomat muda, segar",Sayuran,Tunggal/Single,93,24,2,0.7,3.3,1.8,0.005,0.027,0.0005,0.01,0.21,0.0001,0.0001,0,0.03
DR163,KZGPI-1990,"Uceng/ bunga melinjo, segar",Sayuran,Tunggal/Single,79.5,82,5.8,1.3,11.7,4.8,0.07,0.266,0.0024,0,0,0,0.0001,0.0002,0.003
DR164,KZGMI-2001,"Umbut kelapa, segar",Sayuran,Tunggal/Single,89.3,39,2,0.2,7.2,2.5,0.057,0.049,0,0.004,0.447,0.0002,0.0001,0.0001,0.008
DR165,KZGMI-2001,Umbut rotan,Sayuran,Tunggal/Single,90.5,34,2.4,0.3,5.5,2.2,0.089,0.079,0.0013,0.008,0.552,0.0002,0.0002,0,0.009
DR166,KZGPI-1990,"Wortel, segar",Sayuran,Tunggal/Single,89.9,36,1,0.6,7.9,1,0.045,0.074,0.001,0.07,0.245,0.0001,0,0,0.018
DP001,KZGPI-1990,"Bayam, kukus",Sayuran,Olahan/Produk,90.7,30,1.3,0.7,5.8,1.2,0.239,0.035,0.0057,0.015,0.431,0.0001,0,0.0001,0.032
DP002,KZGPI-1990,"Bayam ,rebus",Sayuran,Olahan/Produk,93.5,23,1.2,0.6,3.7,1.1,0.15,0.035,0.0005,0.016,0.3084,0.0002,0,0.0001,0.019
DP003,KZGPI-1990,"Buncis, rebus",Sayuran,Olahan/Produk,90.6,30,2.2,0.2,6.4,1.5,0.107,0.047,0.0005,0.007,0.1389,0.0001,0,0.0003,0.008
DP004,KZGPI-1990,"Daun kacang panjang, kukus",Sayuran,Olahan/Produk,87.2,40,3.7,0.3,8,1.8,0.111,0.066,0.0037,0.006,0.4195,0.0002,0.0002,0.0002,0.011
DP005,KZGPI-1990,"Daun katuk, rebus",Sayuran,Olahan/Produk,83.3,53,5.3,0.9,9.1,1.2,0.185,0.102,0.0031,0.016,0.2913,0.0003,0,0.0003,0.066
DP006,KZGPI-1990,"Daun kelor, rebus",Sayuran,Olahan/Produk,80.3,61,6.1,0.9,10,0.9,0.255,0.036,0.0021,0.045,0.1812,0.0001,0.0001,0.0001,0.013
DP007,KZGPI-1990,"Daun mengkudu, kukus",Sayuran,Olahan/Produk,81.6,63,3.8,1.5,11.5,2.4,0.3,0.043,0.006,0,0,0,0.0001,0.0001,0.011
DP008,KZGPI-1990,"Daun singkong, rebus",Sayuran,Olahan/Produk,90.5,31,3.7,0.6,4.8,1.6,0.16,0.05,0.0026,0.013,0.014,0.0001,0,0.0001,0.034
DP009,KZGPI-1990,"Daun talas, rebus",Sayuran,Olahan/Produk,91.6,27,1.3,0.2,5.9,1.6,0.119,0.041,0.0014,0.003,0.5194,0.0005,0,0.0006,0.007
DP010,KZGPI-1990,"Daun ubi merah, kukus",Sayuran,Olahan/Produk,82.5,56,3.1,0.3,13,1.5,0.078,0.052,0.0043,0.028,0.4728,0.0001,0,0.0002,0.014
DP011,KZGPI-1990,"Kacang panjang, kukus",Sayuran,Olahan/Produk,88.2,39,3,0.6,7.6,1.7,0.1,0.091,0.0012,0.028,0.199,0.0001,0,0.0001,0.02
DP012,KZGPI-1990,"Kacang panjang, rebus",Sayuran,Olahan/Produk,90.9,30,2.3,0.4,5.8,1.4,0.071,0.068,0.0008,0.024,0.1145,0.0001,0,0.0001,0.015
DP013,KZGPI-1990,"Kangkung, kukus",Sayuran,Olahan/Produk,90.4,30,3.2,0.7,4.7,1.8,0.07,0.049,0.0044,0.045,0.1849,0.0001,0,0.0003,0.011
DP014,KZGPI-1990,"Kangkung, rebus",Sayuran,Olahan/Produk,93,22,2.5,0.6,3.1,1.2,0.05,0.051,0.0035,0.031,0.098,0.0001,0,0.0002,0.013
DP015,KZGPI-1990,"Paria putih, kukus",Sayuran,Olahan/Produk,95,16,0.8,0.2,3.4,1.2,0.016,0.033,0.0005,0.004,0.236,0,0.0002,0,0.035
DP016,KZGPI-1990,"Selada, rebus",Sayuran,Olahan/Produk,93.5,19,2.7,0.2,2.9,0.7,0.083,0.074,0.0014,0.024,0.1607,0.0001,0.0001,0.0002,0.027
DP017,KZGPI-1990,"Taoge, goreng",Sayuran,Olahan/Produk,79.2,88,3.2,2.1,14,0.7,0.168,0.05,0.0057,0,0,0,0.0001,0,0
DP018,KZGPI-1990,"Taoge, seduh",Sayuran,Olahan/Produk,91.9,28,3,0.8,4,1,0.052,0.073,0.0005,0.018,0.0583,0.0002,0.0001,0,0.002
DP019,KZGPI-1990,"Terung panjang, kukus",Sayuran,Olahan/Produk,92.7,23,1.8,0.1,4.9,0.4,0.04,0.013,0.0005,0.009,0.057,0.0671,0,0.0001,0.001
DP020,KZGPI-1990,"Wortel, rebus",Sayuran,Olahan/Produk,92.1,28,0.7,0.5,6.3,0.8,0.046,0.028,0.0006,0.041,0.1173,0.0001,0,0,0.012
DP021,KZGPI-1990,"Wortel, kukus",Sayuran,Olahan/Produk,89.5,37,1,0.6,8.3,1.1,0.044,0.03,0.0006,0.043,0.1225,0.0001,0,0,0.014
DP022,KZGMS-1993,"Asinan Bogor, sayuran",Sayuran,Olahan/Produk,78,98,3.9,2.6,14.8,0.5,0.314,0.017,0.0012,0.483,0,0,0.0003,0,0.005
DP023,KZGMI-2001,"Anyang, sayur",Sayuran,Olahan/Produk,76.9,126,3.4,7.9,10.3,5.4,0.18,0.001,0.0029,0.29,0.181,0.0003,0.0002,0,0
DP024,KZGMI-2001,"Ares, sayur",Sayuran,Olahan/Produk,77.7,113,0.9,7.2,11.2,4.7,0.063,0.005,0.0015,1.413,1.03,0.0007,0.0001,0,0
DP025,KZGMI-2001,Arwan sirsir,Sayuran,Olahan/Produk,59,277,2.4,25,10.7,4.6,0.12,0.04,0.0024,0.24,0.32,0.0002,0.0001,0.0002,0.011
DP026,KZGMI-2001,Beberuk,Sayuran,Olahan/Produk,89.1,65,1.1,5.2,3.5,3.1,0.179,0.072,0.0083,0.053,0.427,0.0004,0.0003,0,0
DP027,KZGPI-1990,Botok lamtoro,Sayuran,Olahan/Produk,63.9,186,11.7,9.7,13,2.1,0.771,0.322,0.026,0,0,0,0.0003,0,0.002
DP028,KZGPI-1990,Buntil daun talas,Sayuran,Olahan/Produk,74.5,141,4.4,10.2,8,1.8,0.149,0.121,0.0145,0,0,0,0.0003,0,0.001
DP029,KZGMI-2001,Cammetutu,Sayuran,Olahan/Produk,79.6,102,3.2,6,8.7,4.3,0.041,0.093,0.0005,0.443,0.518,0.0003,0.0003,0.0004,0.019
DP030,KZGMS-1993,"Cap cai, sayur",Sayuran,Olahan/Produk,82.7,97,5.8,6.3,4.2,0.6,0.287,0.089,0.0018,0.405,0,0,0.0002,0,0.001
DP031,KZGPI-1990,Gado-gado,Sayuran,Olahan/Produk,68.5,137,6.1,3.2,21,1.1,0.301,0.135,0.0075,0,0,0,0.0001,0,0.001
DP032,KZGPI-1990,"Gudeg, sayur",Sayuran,Olahan/Produk,69.2,160,3.3,9.2,16,2.3,0.062,0.055,0.0128,0,0,0,0.0002,0,0
DP033,KZGPI-1990,Gulai pakis,Sayuran,Olahan/Produk,76.1,143,4,11.4,6,1.4,0.548,0.124,0.0017,0,0,0,0.0004,0,0.001
